label,DependenceEntropy,DependenceNonUniformity,DependenceNonUniformityNormalized,DependenceVariance,GrayLevelNonUniformity,GrayLevelVariance,HighGrayLevelEmphasis,LargeDependenceEmphasis,LargeDependenceHighGrayLevelEmphasis,LargeDependenceLowGrayLevelEmphasis,LowGrayLevelEmphasis,SmallDependenceEmphasis,SmallDependenceHighGrayLevelEmphasis,SmallDependenceLowGrayLevelEmphasis
0,7.7333016,329.66568,0.24768269,33.36516,45.830956,596.0203,1810.8911,50.409466,8520.41,45.9377,0.15797001,0.49043226,1077.4,0.0022746497
0,6.572082,132.80316,0.099776976,8.856837,148.07889,9.048641,284.0203,42.072876,11009.49,0.17714573,0.004117588,0.10032553,29.192558,0.0005430456
0,6.608224,224.52817,0.16869134,3.1929185,93.58603,18.004364,1702.3329,14.3658905,23832.332,0.008918853,0.00061315065,0.24471691,428.31183,0.00014950993
0,7.0625362,192.0323,0.14427671,55.667515,90.63336,98.876686,307.20285,93.28099,2647.4373,86.625984,0.21924928,0.29379752,123.26039,0.0029974093
0,6.7467413,215.287,0.1617483,6.274626,76.24117,166.1005,1108.3275,18.18257,13102.718,8.546989,0.103558615,0.31362662,338.9945,0.0025818439
0,6.842545,106.17205,0.079768635,15.227282,153.7979,15.466386,106.883545,58.29677,7177.124,6.077215,0.08032502,0.10004395,8.504877,0.0049689086
0,5.807252,64.01878,0.04809826,34.420105,540.3433,0.76273185,50.279488,219.40872,11449.027,4.314668,0.021819662,0.018102882,0.76714104,0.00071015203
0,6.731923,207.42674,0.15584278,4.030771,95.81743,36.583622,1847.4666,15.578512,29134.062,0.008608617,0.00066617376,0.28373873,492.05566,0.00027411774
0,6.8493786,142.52516,0.10708127,71.60079,179.42674,214.47421,385.82645,139.7408,3316.48,133.03261,0.35242572,0.27336118,185.55779,0.0033174346
0,7.1235895,239.73628,0.18011743,3.1370616,56.6559,64.18355,1958.0353,12.492111,21783.043,0.007963453,0.0005805501,0.30426425,646.6656,0.00016377558
0,7.181937,303.0661,0.22769806,5.4575734,45.739292,167.69035,1192.3636,12.858753,9862.751,5.683037,0.043868084,0.40676337,459.77985,0.0023553583
0,6.811815,246.79865,0.18542348,2.954863,71.41022,37.265976,600.78436,12.24568,6132.834,0.028466202,0.0021201721,0.29064178,214.77406,0.00054839713
0,6.9580765,93.60857,0.0703295,21.57529,161.40572,7.319372,1316.2803,80.17656,112312.77,0.057799432,0.0007785856,0.076970965,89.744835,6.986257e-05
0,6.861533,220.5462,0.16569963,4.1832123,81.04958,22.596722,1740.0173,16.615326,29773.309,0.0097447205,0.0006080974,0.2255219,388.14175,0.00013927212
0,7.546509,307.67166,0.23115829,3.3524513,30.353868,194.44263,1273.7454,10.208115,15872.85,1.0258987,0.020703586,0.396309,450.6253,0.0012992634
